urls,caption,event_id
http://www.mufoncms.com/files_jeud8334j/86910_submitter_file1__NighttimeUFO1.jpg,a close up of a keyboard and a mouse,86910
http://www.mufoncms.com/files_jeud8334j/86893_submitter_file1__2017092406h1332.jpg,a black cat sitting on top of a table .,86893
http://www.mufoncms.com/files_jeud8334j/86892_submitter_file1__DSC04081.JPG,a view of a city street from a plane .,86892
http://www.mufoncms.com/files_jeud8334j/86886_submitter_file1__IMG0503.JPG,a red fire hydrant sitting in front of a building .,86886
http://www.mufoncms.com/files_jeud8334j/77572_submitter_file1__P1060267.JPG,a group of people sitting on top of a sandy beach .,77572
http://www.mufoncms.com/files_jeud8334j/77571_submitter_file1__bottomofcraft.png,a man holding a skateboard in his hands .,77571
http://www.mufoncms.com/files_jeud8334j/77569_submitter_file1__image.jpeg,a boat floating on top of a body of water .,77569
http://www.mufoncms.com/files_jeud8334j/77566_submitter_file1__KADIKYKALAMI05.04.0951.jpg,a large body of water with a boat in the distance .,77566
http://www.mufoncms.com/files_jeud8334j/77565_submitter_file1__Untitled.png,a black and white photo of a clock tower .,77565
http://www.mufoncms.com/files_jeud8334j/77563_submitter_file1__FBIMG1468062703621.jpg,a kite flying in the sky with a sky background,77563
http://www.mufoncms.com/files_jeud8334j/77556_submitter_file1__201607022056332.jpg,a view of a city street with a traffic light .,77556
http://www.mufoncms.com/files_jeud8334j/77555_submitter_file1__UFO.JPG,a city street filled with lots of traffic .,77555
http://www.mufoncms.com/files_jeud8334j/77554_submitter_file1__201607022056332.jpg,a view of a city street with a traffic light .,77554
http://www.mufoncms.com/files_jeud8334j/77552_submitter_file1__20160708223305.jpg,a man taking a picture of himself in a mirror .,77552
http://www.mufoncms.com/files_jeud8334j/77551_submitter_file1__10629.jpeg,a person is holding a black and white umbrella,77551
http://www.mufoncms.com/files_jeud8334j/77550_submitter_file1__image.png,a black and white photo of a clock tower .,77550
http://www.mufoncms.com/files_jeud8334j/77549_submitter_file1__metalballs2.jpg,a close up of a car in a parking lot,77549
http://www.mufoncms.com/files_jeud8334j/77548_submitter_file2__UFO8072016.mp4snapshot.jpg,a bowl of fruit is sitting on a table .,77548
http://www.mufoncms.com/files_jeud8334j/77547_submitter_file1__IMG2338.JPG,a little girl laying on a bed with a dog .,77547
http://www.mufoncms.com/files_jeud8334j/86880_submitter_file1__21sep2017453pm.png,a group of people standing on top of a lush green field .,86880
http://www.mufoncms.com/files_jeud8334j/86874_submitter_file1__20170624152542.jpg,a group of people flying kites in a field .,86874
http://www.mufoncms.com/files_jeud8334j/86868_submitter_file1__IMG8013.JPG,a plane flying in the sky with a sky background,86868
http://www.mufoncms.com/files_jeud8334j/86861_submitter_file1__20170923173407.jpg,a kite flying in the sky with a sky background,86861
http://www.mufoncms.com/files_jeud8334j/86852_submitter_file2__DSCN4082.JPG,a large clock tower towering over a city .,86852
http://www.mufoncms.com/files_jeud8334j/77611_submitter_file1__question.JPG,a kite flying in the sky with a sky background,77611
http://www.mufoncms.com/files_jeud8334j/77608_submitter_file1__image.jpeg,a tree with a bunch of birds on it,77608
http://www.mufoncms.com/files_jeud8334j/77607_submitter_file1__IMG2667.jpg,a group of people flying kites in a field .,77607
http://www.mufoncms.com/files_jeud8334j/77600_submitter_file1__photoeffect1468185411192.jpg,a black and white photo of a train on a track,77600
http://www.mufoncms.com/files_jeud8334j/77599_submitter_file1__ovnifrance19901.jpg,a small airplane flying over a body of water .,77599
http://www.mufoncms.com/files_jeud8334j/77597_submitter_file1__IMG7052.JPG,a large building with a clock tower on top of it .,77597
http://www.mufoncms.com/files_jeud8334j/77595_submitter_file1__2016070809.09.20.jpg,a couple of benches sitting on top of a sandy beach .,77595
http://www.mufoncms.com/files_jeud8334j/77593_submitter_file1__image.jpeg,a kite is flying high in the sky .,77593
http://www.mufoncms.com/files_jeud8334j/77586_submitter_file1__2016071023.32.40.jpg,a traffic light sitting on the side of a road .,77586
http://www.mufoncms.com/files_jeud8334j/77584_submitter_file1__DSC0180.JPG,an airplane flying in the sky over a city .,77584
http://www.mufoncms.com/files_jeud8334j/77583_submitter_file1__DSC0181.JPG,a kite flying in the sky with a sky background,77583
http://www.mufoncms.com/files_jeud8334j/74049_submitter_file1__20160101161817.jpg,a view of a street light from a tree .,74049
http://www.mufoncms.com/files_jeud8334j/74045_submitter_file1__IMG4022.jpg,a plane flying in the sky with a sky background,74045
http://www.mufoncms.com/files_jeud8334j/74021_submitter_file1__PC250038.JPG,a tree in the middle of a park .,74021
http://www.mufoncms.com/files_jeud8334j/74020_submitter_file1__DSC2074.JPG,a plane flying in the sky with a sky background,74020
http://www.mufoncms.com/files_jeud8334j/74019_submitter_file1__image.jpeg,a group of birds flying over a traffic light .,74019
http://www.mufoncms.com/files_jeud8334j/74017_submitter_file1__ChevronWingUFOMap01192016.jpg,a street sign on a pole on a city street,74017
http://www.mufoncms.com/files_jeud8334j/86114_submitter_file1__0821171436.jpg,a view of a street light from a window .,86114
http://www.mufoncms.com/files_jeud8334j/86113_submitter_file1__IMG9816.JPG,a fire hydrant in the middle of a street .,86113
http://www.mufoncms.com/files_jeud8334j/86112_submitter_file5__1503346492758445876915.jpg,a little girl is brushing her teeth in the bathroom .,86112
http://www.mufoncms.com/files_jeud8334j/86111_submitter_file1__20170821144628.jpg,a person flying a kite in a park .,86111
http://www.mufoncms.com/files_jeud8334j/86110_submitter_file1__IMG0040.JPG,a cat is sitting on top of a computer .,86110
http://www.mufoncms.com/files_jeud8334j/86107_submitter_file1__UFOEclipse.JPG,a plane flying in the sky over a city .,86107
http://www.mufoncms.com/files_jeud8334j/86105_submitter_file1__201708210955091.jpg,a view of a city street at sunset .,86105
http://www.mufoncms.com/files_jeud8334j/86104_submitter_file2__image.jpeg,a view of a street light from a cloudy sky .,86104
http://www.mufoncms.com/files_jeud8334j/86096_submitter_file1__08212017LakeMichiganUFO13.jpg,a black cat sitting on top of a window sill .,86096
http://www.mufoncms.com/files_jeud8334j/86088_submitter_file1__IMG20170820185506394.jpg,a kite flying in the sky with a sky background,86088
http://www.mufoncms.com/files_jeud8334j/75834_submitter_file1__3028c4b202994160acbbcb8e9eacaefc.png,a stop sign on a pole with a sky background,75834
http://www.mufoncms.com/files_jeud8334j/75830_submitter_file1__DSC4882.JPG,a plane flying in the sky with a sky background,75830
http://www.mufoncms.com/files_jeud8334j/75825_submitter_file1__IMG4440.JPG,a blue and white photo of a kite flying in the sky .,75825
http://www.mufoncms.com/files_jeud8334j/75823_submitter_file1__WP20160414005.jpg,a group of people walking down a street .,75823
http://www.mufoncms.com/files_jeud8334j/75819_submitter_file1__image.jpg,a view of a city skyline from a plane .,75819
http://www.mufoncms.com/files_jeud8334j/75816_submitter_file1__IMAG0279.jpg,a bird is flying in the sky over the clouds .,75816
http://www.mufoncms.com/files_jeud8334j/89623_submitter_file1__IMG6331.JPG,a clock tower in the middle of a city .,89623
http://www.mufoncms.com/files_jeud8334j/89611_submitter_file1__20180116143457.jpg,a view of a plane flying through the sky .,89611
http://www.mufoncms.com/files_jeud8334j/89607_submitter_file1__15161338475411768289539.jpg,a man in a suit and tie holding a cell phone .,89607
http://www.mufoncms.com/files_jeud8334j/89601_submitter_file1__orb3.JPG,a close up of a person holding a nintendo wii controller,89601
http://www.mufoncms.com/files_jeud8334j/83262_submitter_file1__UFOtriangles.jpg,a kite flying in the sky over a city .,83262
http://www.mufoncms.com/files_jeud8334j/83254_submitter_file1__StarLikeObjectPhotograph1.JPG,a traffic light on a pole with a sky background,83254
http://www.mufoncms.com/files_jeud8334j/83253_submitter_file1__1.GlowingUFOPhotograph1Original.JPG,a plane flying in the sky with a sky background,83253
http://www.mufoncms.com/files_jeud8334j/83252_submitter_file1__1.UFONearTailSectionofPassengerPlaneEnhanced.jpg,a plane flying in the sky with a sky background,83252
http://www.mufoncms.com/files_jeud8334j/83249_submitter_file1__1.TwoFlyingSaucersStuckTogetherOriginal.jpg,a kite flying in the sky with a sky background,83249
http://www.mufoncms.com/files_jeud8334j/83246_submitter_file2__20151217080613.jpg,a plane flying in the sky with a sky background,83246
http://www.mufoncms.com/files_jeud8334j/83234_submitter_file1__IMG3092.JPG,a city street at night with a traffic light .,83234
http://www.mufoncms.com/files_jeud8334j/83233_submitter_file1__IMG3092.JPG,a city street at night with a traffic light .,83233
http://www.mufoncms.com/files_jeud8334j/71148_submitter_file1__DSC0128.JPG,a plane flying over a mountain with mountains in the background .,71148
http://www.mufoncms.com/files_jeud8334j/71143_submitter_file2__20150927211100.jpg,a black and white photo of a street light,71143
http://www.mufoncms.com/files_jeud8334j/71138_submitter_file1__20151003140016.jpg,a person on a surfboard in the water .,71138
http://www.mufoncms.com/files_jeud8334j/71132_submitter_file1__DC3ashtrayairplane04.jpg,a person flying a kite in a park .,71132
http://www.mufoncms.com/files_jeud8334j/71124_submitter_file1__20151001093918.jpg,a view of a city street with a clock tower .,71124
http://www.mufoncms.com/files_jeud8334j/85603_submitter_file1__FBIMG1501653470837.jpg,a black and white photo of a large clock tower .,85603
http://www.mufoncms.com/files_jeud8334j/85599_submitter_file1__UFOQuickrender.jpg,a person flying a kite in a blue sky .,85599
http://www.mufoncms.com/files_jeud8334j/85598_submitter_file1__Screenshot20170802203938.png,a group of people standing in front of a clock .,85598
http://www.mufoncms.com/files_jeud8334j/85595_submitter_file1__IMG2873.PNG,a view of a city street from a plane .,85595
http://www.mufoncms.com/files_jeud8334j/85586_submitter_file1__IMG2509.JPG,a man riding a skateboard up the side of a ramp .,85586
http://www.mufoncms.com/files_jeud8334j/85576_submitter_file1__IMG4577.jpg,a person is doing a trick on a skateboard .,85576
http://www.mufoncms.com/files_jeud8334j/74169_submitter_file1__UFOpossibility.JPG,a red fire hydrant sitting in the middle of a forest .,74169
http://www.mufoncms.com/files_jeud8334j/74166_submitter_file1__GetInline.jpg,a pair of scissors sitting on top of a table .,74166
http://www.mufoncms.com/files_jeud8334j/74162_submitter_file1__CAM08655.jpg,a view of a city street from a plane .,74162
http://www.mufoncms.com/files_jeud8334j/74161_submitter_file1__IMG1680.JPG,a red stop sign sitting on top of a lush green field .,74161
http://www.mufoncms.com/files_jeud8334j/74157_submitter_file2__image.jpeg,a black and white photo of a clock tower .,74157
http://www.mufoncms.com/files_jeud8334j/74151_submitter_file1__P1019729.JPG,a black and white photo of a mountain range .,74151
http://www.mufoncms.com/files_jeud8334j/89876_submitter_file1__IMG1466.JPG,a person holding an umbrella in the rain .,89876
http://www.mufoncms.com/files_jeud8334j/89871_submitter_file2__IMG5656.JPG,a large building with a clock tower on top .,89871
http://www.mufoncms.com/files_jeud8334j/89868_submitter_file1__IMG20180121152900743.jpg,a view of a bunch of trees in the sky .,89868
http://www.mufoncms.com/files_jeud8334j/89863_submitter_file1__Sun28January2018100423AMclear.JPG,a train traveling over a bridge over a river .,89863
http://www.mufoncms.com/files_jeud8334j/89861_submitter_file1__6C5316B1DFAD4C57918D3A696155EB26.jpeg,a kite flying in the sky over a tree .,89861
http://www.mufoncms.com/files_jeud8334j/89860_submitter_file1__IMG0063.PNG,a large clock tower towering over a city .,89860
http://www.mufoncms.com/files_jeud8334j/89859_submitter_file1__IMG0063.PNG,a large clock tower towering over a city .,89859
http://www.mufoncms.com/files_jeud8334j/89853_submitter_file1__IMG20180128001755457.jpg,a black and white photo of a person on a laptop,89853
http://www.mufoncms.com/files_jeud8334j/84874_submitter_file1__20170701220931.jpg,a stop light that is on a pole .,84874
http://www.mufoncms.com/files_jeud8334j/84870_submitter_file1__2017jul050525PM.JPG,a train traveling over a bridge over a river .,84870
http://www.mufoncms.com/files_jeud8334j/84868_submitter_file2__IMG3522.PNG,a view of a city street from the airport .,84868
http://www.mufoncms.com/files_jeud8334j/84862_submitter_file1__FBIMG1499224675061.jpg,a car driving down a street next to a traffic light .,84862
http://www.mufoncms.com/files_jeud8334j/84853_submitter_file1__S0010841.JPG,a view of a city street from a cloudy sky .,84853
http://www.mufoncms.com/files_jeud8334j/84848_submitter_file1__20170705002054.jpg,a person flying a kite in a park .,84848
http://www.mufoncms.com/files_jeud8334j/76230_submitter_file3__IMG2779.PNG,a bird flying over a body of water .,76230
http://www.mufoncms.com/files_jeud8334j/76228_submitter_file1__UFOAmazon2007UpstateNY2016.png,a person is standing in front of a tree,76228
http://www.mufoncms.com/files_jeud8334j/76225_submitter_file1__Treewithobject.JPG,a red fire hydrant sitting in the middle of a forest .,76225
http://www.mufoncms.com/files_jeud8334j/76217_submitter_file1__20160502191746.jpg,a plane flying in the sky with a sky background,76217
http://www.mufoncms.com/files_jeud8334j/76216_submitter_file1__20151211143658.jpg,a black and white photo of a street light,76216
http://www.mufoncms.com/files_jeud8334j/76212_submitter_file2__TrajectoriaUFOBUTULU.jpg,a view of a mountain range with mountains in the background .,76212
http://www.mufoncms.com/files_jeud8334j/76207_submitter_file1__IMG7966.JPG,a black and white photo of a clock,76207
http://www.mufoncms.com/files_jeud8334j/76206_submitter_file1__IMG7966.JPG,a black and white photo of a clock,76206
http://www.mufoncms.com/files_jeud8334j/76205_submitter_file1__IMG7966.JPG,a black and white photo of a clock,76205
http://www.mufoncms.com/files_jeud8334j/76204_submitter_file1__IMG7966.JPG,a black and white photo of a clock,76204
http://www.mufoncms.com/files_jeud8334j/76203_submitter_file1__IMG7966.JPG,a black and white photo of a clock,76203
http://www.mufoncms.com/files_jeud8334j/76202_submitter_file1__IMG7966.JPG,a black and white photo of a clock,76202
http://www.mufoncms.com/files_jeud8334j/76200_submitter_file1__path.png,a bunch of kites that are in the air .,76200
http://www.mufoncms.com/files_jeud8334j/76199_submitter_file1__IMG20160506042154.jpg,a plane flying over a large body of water .,76199
http://www.mufoncms.com/files_jeud8334j/87388_submitter_file1__20171017071606.jpg,a kite flying in the sky with a sky background,87388
http://www.mufoncms.com/files_jeud8334j/87385_submitter_file1__20171017001050.jpg,a bathroom with a shower and a toilet .,87385
http://www.mufoncms.com/files_jeud8334j/87380_submitter_file1__1845MR0096600000204924E01DXXX.jpg,a couple of birds sitting on top of a rock .,87380
http://www.mufoncms.com/files_jeud8334j/87370_submitter_file1__Untitled.png,a group of people standing on top of a sign .,87370
http://www.mufoncms.com/files_jeud8334j/87369_submitter_file1__DD5348E644014AE0B2FACE9BBE3529BD.jpeg,a city street at night with a traffic light .,87369
http://www.mufoncms.com/files_jeud8334j/87365_submitter_file1__4A387273E7434AC38411825E53C1A01E.jpeg,a close up of a person holding a frisbee,87365
http://www.mufoncms.com/files_jeud8334j/87363_submitter_file1__mufon.jpg,a group of people standing in a field with a kite .,87363
http://www.mufoncms.com/files_jeud8334j/77226_submitter_file1__20160619155755025.jpg,a person flying a kite in a cloudy sky .,77226
http://www.mufoncms.com/files_jeud8334j/77219_submitter_file1__IMG1145.PNG,a collage of photos with a person holding a frisbee,77219
http://www.mufoncms.com/files_jeud8334j/77211_submitter_file1__image.jpeg,a street scene with focus on a traffic light .,77211
http://www.mufoncms.com/files_jeud8334j/77209_submitter_file1__20160616194422.jpg,a view of a fire hydrant in the snow .,77209
http://www.mufoncms.com/files_jeud8334j/77208_submitter_file4__image.jpeg,a plane flying over a large body of water .,77208
http://www.mufoncms.com/files_jeud8334j/77207_submitter_file1__IMG0575.JPG,a large building with a clock tower on top .,77207
http://www.mufoncms.com/files_jeud8334j/77204_submitter_file1__20160619164025.jpg,a large body of water next to a forest .,77204
http://www.mufoncms.com/files_jeud8334j/77203_submitter_file2__WP20160427175604Rich.jpg,a bathroom mirror with a reflection of a mirror .,77203
http://www.mufoncms.com/files_jeud8334j/77202_submitter_file1__WP20160427175604Rich.jpg,a bathroom mirror with a reflection of a mirror .,77202
http://www.mufoncms.com/files_jeud8334j/90956_submitter_file1__9D3DB743B5134431B1EDBA9ADA2BA43A.jpeg,a snow covered mountain with a lot of snow .,90956
http://www.mufoncms.com/files_jeud8334j/90949_submitter_file1__849D074B3F1E4B3E8CF062733B6790D3.jpeg,a person is flying a kite in a field .,90949
http://www.mufoncms.com/files_jeud8334j/90945_submitter_file1__image1.jpeg,a close up of a person holding a pair of scissors,90945
http://www.mufoncms.com/files_jeud8334j/90942_submitter_file1__SACUFOSighting01.png,a close up of a green and white plane flying in the sky,90942
http://www.mufoncms.com/files_jeud8334j/90938_submitter_file1__lights.jpg,a small airplane flying over a body of water .,90938
http://www.mufoncms.com/files_jeud8334j/90933_submitter_file1__DumbbellshapedUFO20170821Time1335.jpg,a plane flying in the air with a sky background,90933
http://www.mufoncms.com/files_jeud8334j/90932_submitter_file2__DSC0401.JPG,a black and white photo of a man flying a kite .,90932
http://www.mufoncms.com/files_jeud8334j/90928_submitter_file1__IMG6762.JPG,a traffic light suspended over a city street .,90928
http://www.mufoncms.com/files_jeud8334j/90926_submitter_file1__Nic.UFOOrig.jpg,a group of flowers sitting on top of a table .,90926
http://www.mufoncms.com/files_jeud8334j/84584_submitter_file1__20170624204353.jpg,a stop sign on the side of the road .,84584
http://www.mufoncms.com/files_jeud8334j/84582_submitter_file1__IMG8418.PNG,a close up of a cake with lit candles,84582
http://www.mufoncms.com/files_jeud8334j/84579_submitter_file1__IMG2523.JPG,a person flying a kite in a cloudy sky .,84579
http://www.mufoncms.com/files_jeud8334j/84575_submitter_file1__DSC00008.JPG,a person flying a kite in the sky .,84575
http://www.mufoncms.com/files_jeud8334j/84573_submitter_file1__1004683.JPG,a black and white photo of a plane flying in the sky .,84573
http://www.mufoncms.com/files_jeud8334j/84557_submitter_file1__cameringo20170622184643.jpg,a plane flying in the sky over a mountain .,84557
http://www.mufoncms.com/files_jeud8334j/89103_submitter_file1__1225171558b1.jpg,a person standing on a beach flying a kite .,89103
http://www.mufoncms.com/files_jeud8334j/89102_submitter_file1__IMG2108.JPG,a plane flying over a body of water .,89102
http://www.mufoncms.com/files_jeud8334j/89101_submitter_file1__december222017UFO.PNG,a person jumping a snow board in the air,89101
http://www.mufoncms.com/files_jeud8334j/89100_submitter_file1__1UFOgreenLights1.jpg,a city street filled with lots of traffic .,89100
http://www.mufoncms.com/files_jeud8334j/89098_submitter_file1__IMG6570.JPG,a view of a street light from a window .,89098
http://www.mufoncms.com/files_jeud8334j/89096_submitter_file1__UFOCHancellorsville2ndphoto.jpg,a sign that reads `` <UNK> '' on the side of a road .,89096
http://www.mufoncms.com/files_jeud8334j/89084_submitter_file1__20171225071834.jpg,a plane flying over a snow covered mountain .,89084
http://www.mufoncms.com/files_jeud8334j/89081_submitter_file2__20171123112344.jpg,a group of people standing on top of a lush green field .,89081
http://www.mufoncms.com/files_jeud8334j/88539_submitter_file1__59FDDA40FB0542A3A5040743B749365E.jpeg,a view of a mountain range from a plane .,88539
http://www.mufoncms.com/files_jeud8334j/88535_submitter_file1__UFO0.jpg,a man in a black jacket is holding a red light,88535
http://www.mufoncms.com/files_jeud8334j/88531_submitter_file1__20171130204526.jpg,a black and white photo of a white clock,88531
http://www.mufoncms.com/files_jeud8334j/88518_submitter_file1__IMG20171201094421.jpg,a view of a city street from a car .,88518
http://www.mufoncms.com/files_jeud8334j/88517_submitter_file1__20171130191823.jpg,a black and white photo of a person on a laptop .,88517
http://www.mufoncms.com/files_jeud8334j/71022_submitter_file1__photo92.JPG,a plane flying in the sky with a sky background,71022
http://www.mufoncms.com/files_jeud8334j/71018_submitter_file1__088.jpg,a black and white photo of a man in a mirror,71018
http://www.mufoncms.com/files_jeud8334j/71006_submitter_file1__20150930081330.jpg,a traffic light suspended over a city street .,71006
http://www.mufoncms.com/files_jeud8334j/71002_submitter_file1__UNKNOWNOBJECTOBSERVED20150628.png,a plane flying in the sky with a sky background,71002
http://www.mufoncms.com/files_jeud8334j/70998_submitter_file1__UFO9.29.15.jpg,a view of a city street at night .,70998
http://www.mufoncms.com/files_jeud8334j/70995_submitter_file1__Moon10.jpg,a view of a city street at night .,70995
http://www.mufoncms.com/files_jeud8334j/80425_submitter_file1__IMG1938.JPG,a red and white bird flying in the sky,80425
http://www.mufoncms.com/files_jeud8334j/80423_submitter_file1__IMG1237.JPG,a view of a city street with a traffic light .,80423
http://www.mufoncms.com/files_jeud8334j/80412_submitter_file1__DSC05967.JPG,a person is holding a kite in the air .,80412
http://www.mufoncms.com/files_jeud8334j/80408_submitter_file1__image1.PNG,a person is holding a black and white clock,80408
http://www.mufoncms.com/files_jeud8334j/80397_submitter_file2__Screenshot20161113101414.png,a bird flying over a snow covered mountain .,80397
http://www.mufoncms.com/files_jeud8334j/77741_submitter_file1__13692203102089387378795811237195165o.jpg,a black and white photo of a clock,77741
http://www.mufoncms.com/files_jeud8334j/77740_submitter_file2__Snapshot85.png,a black and white photo of a baseball glove .,77740
http://www.mufoncms.com/files_jeud8334j/77738_submitter_file1__DSCF2836.JPG,a person flying a kite in a field .,77738
http://www.mufoncms.com/files_jeud8334j/77726_submitter_file1__1.jpg,a person on a skateboard in a park .,77726
http://www.mufoncms.com/files_jeud8334j/77724_submitter_file1__image.jpeg,a person riding a skate board at a skate park,77724
http://www.mufoncms.com/files_jeud8334j/77721_submitter_file1__image.jpeg,a pair of scissors on a piece of paper .,77721
http://www.mufoncms.com/files_jeud8334j/77718_submitter_file2__IMG2935.JPG,a group of planes flying in the sky .,77718
http://www.mufoncms.com/files_jeud8334j/77717_submitter_file1__mufon.jpg,a plane flying in the sky with a sky background,77717
http://www.mufoncms.com/files_jeud8334j/77714_submitter_file1__IMG0379.jpg,a kite flying in the sky with a sky background,77714
http://www.mufoncms.com/files_jeud8334j/84074_submitter_file1__IMG0152.JPG,a large airplane flying through a cloudy blue sky .,84074
http://www.mufoncms.com/files_jeud8334j/84073_submitter_file1__IMG0152.JPG,a large airplane flying through a cloudy blue sky .,84073
http://www.mufoncms.com/files_jeud8334j/84071_submitter_file1__maremotoCallao1746.JPG,a black and white photo of a mountain goat .,84071
http://www.mufoncms.com/files_jeud8334j/84070_submitter_file1__2017053075713warpeaceufo.png,a train traveling over a bridge over a river .,84070
http://www.mufoncms.com/files_jeud8334j/84068_submitter_file1__20170530022929.jpg,a black and white photo of a clock tower .,84068
http://www.mufoncms.com/files_jeud8334j/84055_submitter_file1__UFOMoon.JPG,a view of a city street at night .,84055
http://www.mufoncms.com/files_jeud8334j/84054_submitter_file1__P5270003.JPG,a fire hydrant in the middle of a street .,84054
http://www.mufoncms.com/files_jeud8334j/84045_submitter_file1__DSC0053croppedcleared.JPG,a plane flying over a large body of water .,84045
http://www.mufoncms.com/files_jeud8334j/84043_submitter_file1__1A.jpg,a group of people flying kites in a park .,84043
http://www.mufoncms.com/files_jeud8334j/79612_submitter_file1__UFO.JPG,a flock of birds flying over a body of water .,79612
http://www.mufoncms.com/files_jeud8334j/79611_submitter_file1__ufo1.jpg,a view of a mountain range from a plane .,79611
http://www.mufoncms.com/files_jeud8334j/79601_submitter_file1__0909161654a.jpg,a view of a mountain range with mountains in the background .,79601
http://www.mufoncms.com/files_jeud8334j/79599_submitter_file1__DSCN2224ufo2oclock.JPG,a close up of a person holding a pair of scissors,79599
http://www.mufoncms.com/files_jeud8334j/79596_submitter_file1__20161004185458.jpg,a bird flying over a body of water .,79596
http://www.mufoncms.com/files_jeud8334j/79591_submitter_file1__ufo.JPG,a view of the wing of an airplane .,79591
http://www.mufoncms.com/files_jeud8334j/79587_submitter_file2__IMG0132.JPG,a traffic light suspended over a city street .,79587
http://www.mufoncms.com/files_jeud8334j/79586_submitter_file1__IMG20161004030643912.jpg,an airplane flying in the sky over a city .,79586
http://www.mufoncms.com/files_jeud8334j/79582_submitter_file1__IMG20160528205639.jpg,a person on a snowboard in the snow .,79582
http://www.mufoncms.com/files_jeud8334j/90428_submitter_file1__DSCN1957.jpg,a banana with a bite taken out of it .,90428
http://www.mufoncms.com/files_jeud8334j/90425_submitter_file1__IMG0366.JPG,a small airplane flying through a blue sky .,90425
http://www.mufoncms.com/files_jeud8334j/90421_submitter_file1__IMG2018022416514901.jpeg,a plane flying in the air with a sky background,90421
http://www.mufoncms.com/files_jeud8334j/90418_submitter_file1__thumbnail.jpg,a giraffe standing in the middle of a lush green field .,90418
http://www.mufoncms.com/files_jeud8334j/90409_submitter_file1__auburnufofeb2418.jpg,a kite flying in the sky over a city .,90409
http://www.mufoncms.com/files_jeud8334j/90408_submitter_file1__ufo.png,a person holding a pair of scissors in their hands .,90408
http://www.mufoncms.com/files_jeud8334j/83805_submitter_file1__ufo.png,a close up of a person holding a pair of scissors,83805
http://www.mufoncms.com/files_jeud8334j/83802_submitter_file1__IMG6268515171.JPG,a plane flying in the sky over some trees .,83802
http://www.mufoncms.com/files_jeud8334j/83801_submitter_file1__101516175300.jpg,a plane flying in the sky over a city .,83801
http://www.mufoncms.com/files_jeud8334j/83800_submitter_file2__ScreenShot20170515at11.16.19PM.png,a couple of birds that are standing in the grass .,83800
http://www.mufoncms.com/files_jeud8334j/83795_submitter_file1__rainbow.jpg,a car parked on the side of the road .,83795
http://www.mufoncms.com/files_jeud8334j/83793_submitter_file1__IMG2716.JPG,a man riding a skateboard down a street .,83793
http://www.mufoncms.com/files_jeud8334j/83789_submitter_file1__UFOdrawing.png,a bird flying in the air with a sky background,83789
http://www.mufoncms.com/files_jeud8334j/83778_submitter_file1__IMG1272.JPG,a person holding a toothbrush in their hand .,83778
http://www.mufoncms.com/files_jeud8334j/83774_submitter_file1__mapNascaMajoro.jpg,a large building with a clock on it .,83774
http://www.mufoncms.com/files_jeud8334j/78404_submitter_file1__OvnitypeTR3B375pieds122mtresAustralie.jpeg,a person holding a tennis racquet on a tennis court .,78404
http://www.mufoncms.com/files_jeud8334j/78403_submitter_file1__image.jpeg,a black and white photo of a clock tower .,78403
http://www.mufoncms.com/files_jeud8334j/78396_submitter_file1__V94A21.jpg,a car driving down a highway with a traffic light .,78396
http://www.mufoncms.com/files_jeud8334j/78394_submitter_file1__image.jpeg,a person flying a kite in a cloudy sky .,78394
http://www.mufoncms.com/files_jeud8334j/78392_submitter_file1__20160725192636.jpg,a group of people standing on top of a lush green field .,78392
http://www.mufoncms.com/files_jeud8334j/78390_submitter_file1__20140630132717.jpg,a person on a beach with a surfboard .,78390
http://www.mufoncms.com/files_jeud8334j/78383_submitter_file1__IMG2693.JPG,a pair of scissors sitting on top of a table .,78383
http://www.mufoncms.com/files_jeud8334j/78380_submitter_file1__20160708172559245.jpeg,a kite flying in the sky over a city .,78380
http://www.mufoncms.com/files_jeud8334j/78379_submitter_file1__IMG0818.JPG,a black and white photo of a clock tower .,78379
http://www.mufoncms.com/files_jeud8334j/78377_submitter_file1__image.png,a close up of a person holding a pair of scissors,78377
http://www.mufoncms.com/files_jeud8334j/79099_submitter_file1__IMAG0300.jpg,a person on a horse is flying a kite .,79099
http://www.mufoncms.com/files_jeud8334j/79087_submitter_file1__PICT0012.JPG,a fire hydrant in the middle of a forest .,79087
http://www.mufoncms.com/files_jeud8334j/79070_submitter_file2__image.jpg,a black and white photo of a vase with flowers .,79070
http://www.mufoncms.com/files_jeud8334j/79067_submitter_file1__IMG20160910200108.jpg,a large airplane flying over a mountain range .,79067
http://www.mufoncms.com/files_jeud8334j/76369_submitter_file1__ufo.jpg,a group of boats floating on top of a river .,76369
http://www.mufoncms.com/files_jeud8334j/76366_submitter_file1__FBIMG1463267650127.jpg,an image of a street scene with a red light,76366
http://www.mufoncms.com/files_jeud8334j/76363_submitter_file1__Screenshot20160514115358.png,a man is flying a kite in a field,76363
http://www.mufoncms.com/files_jeud8334j/76352_submitter_file1__20160212132634.jpg,a group of people standing on top of a snow covered slope .,76352
http://www.mufoncms.com/files_jeud8334j/76341_submitter_file1__IMG201502051548141.jpg,a person on a beach with a kite .,76341
http://www.mufoncms.com/files_jeud8334j/76340_submitter_file1__Screenshot20160216220641.png,a group of signs that are on a pole .,76340
http://www.mufoncms.com/files_jeud8334j/88400_submitter_file1__20171128110559.jpg,a plane flying in the sky with a sky background,88400
